,rfq_id,match_id,similarity_score
0,8aff426d-b8c0-43aa-ad26-835ef4de6129,a462a4cb-bbaa-4417-b876-4b8606c6f8db,0.9461665152392189
1,8aff426d-b8c0-43aa-ad26-835ef4de6129,2624655e-ea07-468a-8da8-2e39c9d1e7f0,0.9265986323710904
2,8aff426d-b8c0-43aa-ad26-835ef4de6129,b30cef8b-4065-4272-89b5-57b1fd91c50d,0.9265912706025355
3,37e624be-b125-464f-85b6-1838530193ef,99bbb98d-d06d-4633-a68c-9be3bb9f6011,0.6000000000000001
4,37e624be-b125-464f-85b6-1838530193ef,973d80a1-f1b8-461b-bb25-7d8852968b1c,0.5998802841154678
5,37e624be-b125-464f-85b6-1838530193ef,8fe87807-dae8-4341-94fd-2ab91f176464,0.5998802841154678
6,b8257184-6307-46ab-b06e-d979336d1263,54439e37-9ca6-476c-825a-0304a9dfcb26,0.9992123075857042
7,b8257184-6307-46ab-b06e-d979336d1263,ba03ad22-bbb9-4750-b079-3752ed50e912,0.9971642049928158
8,b8257184-6307-46ab-b06e-d979336d1263,a3f38767-02ae-4990-be18-35ca819684a7,0.9682084414154426
9,63140d1f-dda8-40fe-8931-bcaba65d5772,11cffc57-44be-4d79-bfd5-97482be566d3,0.6
10,63140d1f-dda8-40fe-8931-bcaba65d5772,75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,0.6
11,63140d1f-dda8-40fe-8931-bcaba65d5772,5242c623-abc6-4cc8-a1e3-dde93a899f00,0.6
12,11cffc57-44be-4d79-bfd5-97482be566d3,63140d1f-dda8-40fe-8931-bcaba65d5772,0.6
13,11cffc57-44be-4d79-bfd5-97482be566d3,75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,0.6
14,11cffc57-44be-4d79-bfd5-97482be566d3,5242c623-abc6-4cc8-a1e3-dde93a899f00,0.6
15,75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,63140d1f-dda8-40fe-8931-bcaba65d5772,0.6
16,75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,11cffc57-44be-4d79-bfd5-97482be566d3,0.6
17,75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,5242c623-abc6-4cc8-a1e3-dde93a899f00,0.6
18,973d80a1-f1b8-461b-bb25-7d8852968b1c,8fe87807-dae8-4341-94fd-2ab91f176464,0.6000000000000001
19,973d80a1-f1b8-461b-bb25-7d8852968b1c,a0e91fd1-b00b-4ff7-8633-62657662b03b,0.6000000000000001
20,973d80a1-f1b8-461b-bb25-7d8852968b1c,9b6f3d40-da34-465e-9211-b0d7b1d19036,0.6000000000000001
21,8fe87807-dae8-4341-94fd-2ab91f176464,973d80a1-f1b8-461b-bb25-7d8852968b1c,0.6000000000000001
22,8fe87807-dae8-4341-94fd-2ab91f176464,a0e91fd1-b00b-4ff7-8633-62657662b03b,0.6000000000000001
23,8fe87807-dae8-4341-94fd-2ab91f176464,9b6f3d40-da34-465e-9211-b0d7b1d19036,0.6000000000000001
24,c18a7f01-1cb6-4987-a2cc-93251d3719b9,0777b4fd-292a-439b-848f-d772ee28c3b8,0.6000000000000001
25,c18a7f01-1cb6-4987-a2cc-93251d3719b9,ada2d439-02d7-4b2d-b1fb-3aeae9a73334,0.6000000000000001
26,c18a7f01-1cb6-4987-a2cc-93251d3719b9,63140d1f-dda8-40fe-8931-bcaba65d5772,0.5999862155435165
27,0777b4fd-292a-439b-848f-d772ee28c3b8,c18a7f01-1cb6-4987-a2cc-93251d3719b9,0.6000000000000001
28,0777b4fd-292a-439b-848f-d772ee28c3b8,ada2d439-02d7-4b2d-b1fb-3aeae9a73334,0.6000000000000001
29,0777b4fd-292a-439b-848f-d772ee28c3b8,63140d1f-dda8-40fe-8931-bcaba65d5772,0.5999862155435165
30,a0e91fd1-b00b-4ff7-8633-62657662b03b,973d80a1-f1b8-461b-bb25-7d8852968b1c,0.6000000000000001
31,a0e91fd1-b00b-4ff7-8633-62657662b03b,8fe87807-dae8-4341-94fd-2ab91f176464,0.6000000000000001
32,a0e91fd1-b00b-4ff7-8633-62657662b03b,9b6f3d40-da34-465e-9211-b0d7b1d19036,0.6000000000000001
33,84be5122-71d5-4a35-a912-fd2911e3c64f,4d565122-229a-4541-8a53-3b18169c3635,0.9999999999999999
34,84be5122-71d5-4a35-a912-fd2911e3c64f,14d3a7bb-ca6a-41b1-9ece-b6aaf30ffbef,0.9999979738446676
35,84be5122-71d5-4a35-a912-fd2911e3c64f,7aff99bf-c340-40b0-b54a-c7e97394c99d,0.999994879691505
36,0f595b0b-2253-4585-a672-fda592da7191,c17fd062-2be1-47b2-ae19-1eb98c17badb,1.0
37,0f595b0b-2253-4585-a672-fda592da7191,7e07b5ca-e434-4611-b567-dc4aafaca75e,0.9999951187208219
38,0f595b0b-2253-4585-a672-fda592da7191,590fd451-ad87-4ead-8d51-41edc690b327,0.9999661111076412
39,920dcf5c-136f-4ffc-9449-03f00c1b5a46,dff7cdb0-f464-4b60-91ce-8d628f8ed4de,1.0
40,920dcf5c-136f-4ffc-9449-03f00c1b5a46,790aa53f-f847-43a1-8962-0d899e4b75ba,1.0
41,920dcf5c-136f-4ffc-9449-03f00c1b5a46,efd27152-cf84-4017-86d6-6b97d83fb3a2,1.0
42,facd942d-02a2-46bf-936c-e3afd39ee20d,178a48ef-f870-46d7-ba3c-c94b35477459,0.9999999999999999
43,facd942d-02a2-46bf-936c-e3afd39ee20d,aad5ef88-18cc-4492-9506-09871a1b5245,0.9999999999999999
44,facd942d-02a2-46bf-936c-e3afd39ee20d,ae16b3ef-575d-40af-b90c-ca2b5196b47e,0.9999999999999999
45,140d30f7-f16d-4455-a448-516ab6616812,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,0.5999999999999999
46,140d30f7-f16d-4455-a448-516ab6616812,e14a46c3-b349-4441-b09f-8088e5663262,0.5999999999999999
47,140d30f7-f16d-4455-a448-516ab6616812,0cf70763-c18a-4c9b-b5d9-f4cbb127190b,0.5999999999999999
48,178a48ef-f870-46d7-ba3c-c94b35477459,facd942d-02a2-46bf-936c-e3afd39ee20d,0.9999999999999999
49,178a48ef-f870-46d7-ba3c-c94b35477459,aad5ef88-18cc-4492-9506-09871a1b5245,0.9999999999999999
